Transaction Date and Time,Transaction Amount,Cardholder Name,Card Number (Hashed or Encrypted),Merchant Name,Merchant Category Code (MCC),Transaction Location (City or ZIP Code),Transaction Currency,Card Type,Card Expiration Date,CVV Code (Hashed or Encrypted),Transaction Response Code,Transaction ID,Fraud Flag or Label,Previous Transactions,Transaction Source,IP Address,Device Information,User Account Information,Transaction Notes
2021-02-07 12:08:13,917.24,Kashvi Aurora,701e975a1c0e67038d5eaeae033da5b3eb0d694176c44e1f75d16f1b15bbed5d,"Rege, Karpe and Dayal",5484,Sri Ganganagar,EUR,Visa,05/30,ab5e292db6495899871d889aaab28308f7da8dfc3693a477ee73de9ad894ce44,05,74483430-72df-4084-97e9-ca2f6bf8b8c3,1,2,Online,54.89.31.232,Tablet,,Nam esse hic optio nihil explicabo. Error eveniet accusantium suscipit autem unde. Fugiat rem perferendis eaque.
2021-03-11 12:36:06,957.29,Tiya Jha,287cf3d15bdda79d363363ad28caf2a47220c96eb1cf5c69940ee221a3a383fd,Goel-Brahmbhatt,7407,Kolhapur,INR,MasterCard,01/30,0ebb3519a0c4044c4571b2408a52e7ed8009564205ca65a69fd43f232352f256,12,f4c09035-a5ce-4a54-858b-bac48b025f9f,1,1,In-Person,193.76.110.49,Desktop,mishavora,Culpa vitae possimus. Consequatur fugiat molestias.
2020-02-01 00:57:46,1111.26,Bhamini Kibe,69fff367750ed4a5abef5ea1ccf56057fc0826d6c50c6debead01b4cac0c84b4,Mannan-Verma,6401,Sonipat,INR,American Express,03/31,33512007840ced1bb0aab68f47cb5f702abd494a15f26bcbe26a1e47af03d841,05,44563a13-be54-477c-b01d-ae20b03b7be5,1,2,Online,140.202.227.71,Desktop,,"Tenetur a tenetur illum debitis. Iure praesentium mollitia.
Quas enim ex rem nostrum quis. Possimus mollitia cumque recusandae modi.
Soluta aut aperiam aliquam praesentium commodi."
2020-03-25 10:24:59,3136.61,Zoya Mani,10ba9a2df3b564d538e7a8f4f3b5ef3fd18672ba47fbc79fced6f0d765c2b9d9,Shetty Inc,6843,Dibrugarh,EUR,MasterCard,04/28,c66bbe9d118f554bfdba35a609848b9ab2d9c22e6bed77be6f8a55e96c295549,00,65b71520-b041-4240-8285-49644a5559b8,0,2,In-Person,146.200.224.132,Tablet,romilmadan,Deserunt sequi id rerum. Nobis at odio suscipit illum iste. Aspernatur ullam id atque dolore.
2021-08-21 12:46:18,2628.52,Taimur Garg,2e5790fddbf343322d0c915a5d778251b524cecc8194643fa99b9ebd4c0f2342,"Viswanathan, Chandran and Ravi",2789,Bathinda,INR,Visa,05/32,e6fcc0253ed7a328a10eb6e2e1ad6abcad60c374c64dbac4b76da610085b43d8,00,1de73abb-9e46-4037-8987-05cfb6f4553a,0,3 or more,Online,182.99.127.216,Desktop,,"Ut repellat voluptate voluptate odio possimus expedita quas. Numquam corporis magni nulla commodi iure.
Sit libero eaque animi. Impedit nesciunt rem ut consectetur."
2021-01-27 19:12:24,4004.43,Raghav Bhakta,0c7ce1a944d434b90de840f7b741b4746c049cdab8a96a77e32df45c18e27dbf,"Buch, Kar and Gokhale",6191,Pali,EUR,Visa,03/27,72abdfcd75400cfee271e737b4f112e5f671d3691d215ed616db2ad8d5a7778d,12,58e79fa4-13a8-4235-a3b1-ce7e4828841b,0,None,In-Person,222.220.103.34,Mobile,,"Laborum assumenda quisquam dicta perspiciatis. Tempore ut facere corrupti vel qui. Fuga culpa porro repellendus quasi officiis.
Distinctio id voluptatibus dolore sapiente dolorem est aspernatur."
2022-05-15 06:48:56,4340.55,Kashvi Mannan,1f9e33fc7b754877d58782ef74dcc66b1259e3a88a94691886cd32c487cec703,Kuruvilla-Chand,8762,Udupi,INR,MasterCard,04/31,99ee50221221864d50c60baea6f14d8ac2e235cc6e78be6088cd40cc97fca394,05,2da45898-b166-4aa2-8b60-783f720d0ef4,0,None,In-Person,216.229.20.14,Mobile,,"Aut consequuntur quia nulla. Magnam ipsam molestias. Earum ullam quia veritatis ut.
Veniam sit minus accusantium quam culpa."
2023-08-24 15:28:21,2428.46,Yashvi Sangha,2cebe3731829c1f404ef01a99585ffbf77df9293d1e30c5350967a1dc1b55112,Konda-D’Alia,3755,Kalyan-Dombivli,USD,Visa,04/32,d970990220a1e7e9a1f80ed922d39173e252a34e3739720bbdb55ef3cd9f34b9,00,c396b825-c590-4c3b-874c-17583c83449c,0,None,Online,196.238.103.163,Desktop,,Consectetur est ipsam impedit optio. Ipsa sequi esse laboriosam suscipit ducimus. Esse reiciendis aperiam facere earum pariatur optio.
2022-06-10 18:27:56,1888.29,Jhanvi Goel,1efaf4be18e5e89916a41a771d2a8484f85738dbc647715af0e5b587de1871c5,Sundaram-Kant,9752,Amroha,USD,Visa,12/28,4a30a219a9d7663fdd35c0a5df49c8d55018f13a0c53e10dd8efe8f7e4cc5d89,12,9c5e9315-efd4-4609-976f-7852b5a65d61,1,3 or more,Online,57.211.153.19,Tablet,eramesh,Consequuntur fugiat laboriosam perferendis inventore a. Excepturi ducimus id adipisci dignissimos atque. Voluptas tempora officiis modi ex laudantium officiis.
2023-09-03 00:13:22,2958.29,Dhanuk Gera,c68a122456fb48249551a0d423d4e25f69b8e7e2dc538cb9bff193f8d626d157,"Handa, Kala and Dar",2031,Bettiah,EUR,Visa,09/32,afa472a961fbcb09314e81b2c3eb19cd2d9fd7527582f43a3b8fd9d3ed6d893d,00,5db49a90-25aa-4902-9775-04c0d469f79a,0,3 or more,In-Person,144.143.202.242,Desktop,,Maiores beatae fugit modi maxime officiis eligendi. Magnam recusandae aut ab illum quibusdam minus libero.
2023-05-16 21:44:01,4726.5,Nirvi Trivedi,bc48bb82243f15e30092f957928e015cf41caaa87f341aa014a28516b8287c1f,Ram-Issac,6278,Suryapet,INR,MasterCard,02/31,5092c37bcbc9f0fb33cb0f9cab7aa5ae94ed0f1219773c380b143b7c1224d01b,05,4f79bec9-85e5-4431-9bc6-e3c528ae4354,0,None,In-Person,132.65.173.147,Desktop,ravelyuvraj,Totam quis inventore quam magnam nihil explicabo. Libero est eaque optio quibusdam odio. Architecto molestias officiis asperiores quo odio.
2022-12-28 11:30:51,4032.02,Veer Walla,6bc1e827b019c429898dc9a46ad2d8d7d0cc720e5b730fa75b904d47e8808ef6,Kala-Mahal,2657,Raipur,EUR,Visa,08/24,6165d33e490f91dbf808b194904d4f07c550d5e3a19c9e776e0c895136ec9fa2,00,65eee003-0ed1-4493-96e3-0b2ec9a3f0eb,0,1,Online,196.161.168.203,Desktop,,"Quis dolores odit ipsum molestias unde.
Minima id eaque necessitatibus aperiam voluptatibus. Harum voluptatem ut molestias numquam magni.
Velit aut tenetur expedita. Quasi adipisci ab fugit."
2022-05-21 19:15:52,3224.77,Riya Dhar,b8e771169adff8a4128a41b7df5ba45ba5a7b9f925b57137148aa9759a672383,Sunder-Bali,1684,Pune,USD,American Express,10/25,21900f41ecb7b8e6cfd9250f096aad2fe7f6d8fbec9436b2d28e48c304ff8255,12,4220f6d0-3575-4460-be6a-a89518c89d2d,1,None,Online,141.169.226.194,Mobile,,"Suscipit ipsa quas. Beatae occaecati consequuntur mollitia.
Earum laborum exercitationem eos. Aspernatur explicabo in veritatis deserunt voluptatum. Earum molestias saepe provident esse."
2022-05-19 11:13:47,3079.53,Stuvan Wali,c56d0b1d99c482eedd374402366eabb2d1440918912504c48d96bbd0f3952a1b,Gill and Sons,2416,Rampur,INR,American Express,04/33,5ef6514ed3304cf62b950982541114ac352c52729dbf80747775a9d1a733af93,12,e60e43c2-3467-4d02-9eae-a18f64140107,0,None,In-Person,141.47.137.181,Desktop,nirvi68,"Ab ea architecto perspiciatis maxime. Quam amet tenetur.
Consectetur doloribus quas rem.
Quaerat praesentium debitis pariatur cumque voluptatum fugit. Tempora incidunt debitis itaque laudantium."
2022-12-05 02:47:49,1156.27,Bhamini Kuruvilla,4f5defbfe7925a338850cb94100934896ec453aa4ebb70650ce1466229b4f1ee,"Bakshi, Tak and Dhaliwal",3991,Ramagundam,INR,American Express,12/29,8efbbe9bc19ad2e043c6cdb187c0a0fedde70b6458443ce0b5648ec04ccf4cdf,00,edf0f69a-9c92-423d-b33d-6cd72c1621bf,0,1,In-Person,140.7.23.178,Mobile,,"Officiis vel eum aperiam iusto. Maxime odio nesciunt nostrum impedit.
Quos esse ipsum aliquam ipsam. Omnis eum excepturi deleniti consequuntur.
Quasi dolorum maiores. Ducimus minima possimus."
2023-01-13 01:57:57,3242.99,Rohan Dalal,d13897ab24d07692f428ff3c2720e4ce081b37fc8fe810245874465bedef88a6,Tella LLC,5999,Nashik,USD,MasterCard,12/27,1bde41ce9b4fccbf7dde0dc315d1aea5fa03f78c56feb1ba744be9e37fab2dce,00,96704294-d593-40d7-8841-a252a8e1977f,1,2,Online,24.78.228.182,Mobile,,"Optio quis vero illum iste. Minus animi id odio. Occaecati officiis incidunt reprehenderit mollitia in.
Quis sit ullam voluptatum sunt. Labore sapiente nostrum quia. Totam possimus nam ipsa deleniti."
2020-04-27 03:53:11,2197.61,Himmat Sachdev,2e131539c753a9eb04e5141000b256617fb5aef949009caba7c5fc3e6a7194ab,Sekhon Inc,5980,Nadiad,EUR,MasterCard,01/32,1bde41ce9b4fccbf7dde0dc315d1aea5fa03f78c56feb1ba744be9e37fab2dce,05,3d1c010f-088b-4b84-91e7-4fb2403fd8ad,1,3 or more,Online,223.253.80.225,Mobile,,"Dolore tenetur perspiciatis iusto similique. Fugit culpa ad voluptas sed.
Deserunt ad nesciunt saepe amet amet. Placeat officia iure ratione."
2022-08-08 05:46:02,3394.57,Divit Varghese,b45485ed383daec7bedfa66ea2351b7268ee8d14f008104a543e55fec0b1d12c,Sethi-Badal,4205,Delhi,EUR,Visa,05/27,ea415bf50eb65ade427d8d80222df4627e28cd9a418f830bfd9b81d4149bb2ab,05,ea2654df-b9a3-4e50-9ada-f6fe18e15b7a,1,2,In-Person,173.144.236.122,Mobile,balayanaya,Harum ad quidem. Totam itaque quas sunt magni suscipit. Unde itaque perspiciatis dolorum similique.
2023-04-15 14:29:09,1854.68,Bhamini Bir,e6330d699cb3cf93dc68c7e98fcd56cd435f36d8f9773e2eaf995b64b544ce6a,Balasubramanian-Dar,7463,Dibrugarh,EUR,Visa,03/24,6e2d4d3a3d4c4bb21b095657230061140c63b1ff4d89d85e32fb9a312319b35f,12,bba4afb2-4a5d-4429-b838-028301f6921c,1,1,In-Person,199.116.65.116,Desktop,,"Quia commodi aut. Enim totam odio.
Ut numquam incidunt necessitatibus illo.
Dolores tempore corporis. Dolore ad tenetur nesciunt quam."
2022-02-20 19:38:14,1937.18,Hridaan Choudhury,32422672b2a08a0b49d69f6b31ced7657dcb1a2954089111e3f5150b10fbf626,Trivedi-Hans,9133,Rampur,USD,American Express,10/30,16e5cb32123fe4bfa76277dc73f874bfedc3db7f49c5a1b8fdf7f784b64e970b,12,71387758-047f-45d8-8f64-bffd71310204,1,2,Online,141.45.2.162,Tablet,eguha,Harum dolore ipsam odit ea veniam deleniti. Ipsa soluta qui incidunt modi. Hic dolorem aut odit.
2022-12-05 02:30:35,1070.63,Ayesha Brar,df45122906b8764ea7efaf229558ddf0a4eea65b5479b887cd12b7c1d66b784b,Hegde-Anand,1857,Noida,USD,MasterCard,01/24,c6bd343ae0007cdb979de7540f2668fe849d68ff47fa1a650a28f89104f41f1e,12,23167980-e73f-46ac-882a-27225ec774cc,0,2,In-Person,184.100.64.251,Mobile,,Eius dignissimos rerum voluptatum quos commodi ipsa. Quod similique nobis provident cum. Est quaerat accusamus modi cumque.
2023-09-14 06:41:08,719.38,Oorja Manda,412701c31becc35214d4b3c0486b0bde92e68185eb873831fcf0d8d43cb86b5c,Deep-Kakar,5119,Siliguri,INR,Visa,11/26,48ce32e8ec7741594c8786e445fbed501f5a735a49522314b8e24878e2544b9e,05,0d23f57b-70f8-4026-94cc-c159ac20f04d,0,None,In-Person,86.188.151.98,Mobile,,Dolorem accusantium officiis pariatur. Voluptatum cumque ex quasi fugiat nam. Omnis molestias nemo unde.
2022-05-16 13:49:01,3648.93,Kiara Lall,b37a83009a7015fa247d7401ca5cae18aa99397e9252ae38d79c2479182ad7cc,Anne and Sons,4338,Ramgarh,INR,American Express,08/26,f7abf2a084c3668c7b90654bf01205085e5d0219ffad0564904e5c923af11523,00,ef045558-38ee-4da9-bfb2-b8c146e3ed75,0,2,In-Person,190.199.118.4,Desktop,,"Facere enim provident placeat.
Explicabo dolor repudiandae illum consequatur earum reprehenderit. Voluptatem saepe quas saepe. Explicabo iste similique modi minima."
2021-06-26 10:48:22,4001.52,Siya Ramesh,873370aebbd885c126c603ce2930e68d6328d5169314cd274e8a85a86a96f8b9,Mallick PLC,3342,Nellore,EUR,Visa,02/33,5092c37bcbc9f0fb33cb0f9cab7aa5ae94ed0f1219773c380b143b7c1224d01b,05,82d38678-5b88-4815-9441-0279bcac2365,1,2,Online,193.46.14.88,Mobile,aacharya,Autem numquam modi dicta atque modi. Officiis aperiam dolore similique maxime temporibus. Laboriosam amet ratione id omnis.
2022-03-13 18:12:58,4780.5,Jiya Hayre,adb8424a5d58c8ee39ca37e79a5fbacba6c60d8adac56b8dc0ce07358b114baa,"Malhotra, Ramachandran and Chander",1594,Gandhidham,USD,MasterCard,03/26,f7b856c054de7ccced087ad4f9413380ec494e40abc818b840aaad990ca3c5bc,00,e5d7349d-4075-4223-a9b6-9f72e12317b6,0,None,Online,48.97.10.171,Mobile,,Inventore id ducimus odit ut cupiditate. Ipsam cupiditate porro est ab consectetur. Cumque labore animi nulla voluptatibus voluptas delectus.
2022-07-17 16:31:45,3788.71,Lakshit Bose,ea385d120430de0a110242877d162cdb45404537fc5eff3230d7122dde3208c6,Jani PLC,5166,Etawah,USD,American Express,07/28,b22eb34537f6f6753da6e0dc05713be0ccc35ef12dae0f6bf19b5206d373af33,00,a56857a7-4cbd-47f9-9dae-0ddc2a76ecd5,1,None,In-Person,89.35.14.99,Mobile,,Totam commodi id odit in. Amet et asperiores magni nesciunt. Fuga sed nesciunt dicta exercitationem ipsam in.
2021-09-20 23:50:42,418.0,Nishith Rajagopalan,12eeeef6ca506814a3818e0c988d63a867324a030415d65a35cf7ad4a97e3af4,Kurian Group,2887,Coimbatore,INR,American Express,09/26,48b361d46638bfa4eee090c158a750a69c7beec3a62e703e2801125551b1b157,12,3479758e-6b98-4fa7-8f7a-125ad2815d2d,0,None,Online,214.151.92.238,Desktop,,"Maiores eaque sapiente itaque. Natus neque nulla eum numquam atque soluta ipsa.
Sed atque praesentium sapiente. Quibusdam libero veniam officia aut tenetur."
2021-01-11 01:11:49,3687.66,Aradhya Lad,bd5d5f16e2ec341095ed655b53f7163e81ffa105461e3878ffbcef0a50677867,Gulati LLC,5468,Junagadh,INR,Visa,11/24,de498b9901677f58da56b38a515db0a6a3b93840bde5fd0b74437502163e9fb1,00,9518cb79-b77f-405f-acf1-70bd03465882,0,1,Online,145.163.106.121,Tablet,myra73,"Beatae id vel. Repellendus eligendi itaque fugit id.
Aperiam quos culpa recusandae assumenda quos. Doloremque sit voluptate perferendis hic culpa quidem."
2022-08-05 13:23:57,3914.4,Kanav Ramesh,a936a1e478487f537118dada57c5fe30cea9697ff75057c8aba3cc46473919d7,Chatterjee and Sons,9022,Amroha,INR,American Express,01/29,ce02d4b6d1aceeea96a562c10923d590607df6182b4a3405ad10be85b6354787,00,2716df52-25a4-4ecd-9e59-a1f3b3920302,0,3 or more,In-Person,201.92.248.56,Tablet,,Consequatur reprehenderit odio ipsum explicabo omnis maiores ipsam. Quas explicabo distinctio est ducimus temporibus quasi esse.
2021-07-18 16:30:11,2059.8,Ishita Basak,76495dda83683bd342bf1a537a86169b6468200b315ddc9494e8ce4a78c6de43,"Karpe, Varghese and Rama",5245,Jamnagar,USD,American Express,09/33,3033cf66fa728da7a2940d823aad8118fb40687ebfad1147c313478b2baafe4b,12,2a616760-82cc-4d03-8918-f3b99f982c59,1,1,In-Person,33.15.203.40,Mobile,zvyas,"Alias omnis ipsum magni optio magnam temporibus. Non fuga provident optio non.
Odio fuga deleniti placeat sint. Dolores doloribus temporibus praesentium asperiores neque dignissimos."
2021-02-14 02:05:47,45.02,Ira Srinivas,d5768015f41c56f19cbeb2831412bf821030e939cc9cc85d94f1cbdefa5fef35,Handa Group,9398,Ballia,INR,American Express,01/24,f6103ca1e01bd200a9258a366b7e8c22a542e771bf11a0679967a5bb47ef3688,05,f7ac547a-c9b1-44ce-8216-6ed72bdd4a56,0,3 or more,Online,197.243.51.145,Desktop,bbali,Maiores molestias rem velit. Quas ab animi aspernatur omnis aliquid. Adipisci possimus mollitia esse rem.
2021-02-24 06:01:26,4712.04,Tushar Tara,cf724033d314fe13eb13588919557be323b816fbed6816d64c7ec7409f09ff62,De-Sur,5264,Bathinda,INR,American Express,02/31,2397346b45823e070f6fc72ac94c0a999d234c472479f0e26b30cdf5942db854,05,f083d181-bead-42a3-95d3-659c73d6a1ce,1,None,Online,111.195.97.237,Tablet,,Harum modi nemo incidunt. Voluptas dolor illo quaerat voluptate maxime harum. Reprehenderit deserunt quas repellendus eos.
2023-10-07 00:48:43,1129.36,Jiya Bains,0f2cec5bf53215199c355316cb52951c71779ef7000b55519480f2091444055a,"Bora, Arya and Rajagopalan",9723,Akola,INR,Visa,02/27,421c0a7b6d0ee1c34e3d78f1685b6d95113fb2f1091919efaab45f1156a4e428,05,54427371-4091-4998-a1a4-946f955bb19c,1,2,In-Person,31.97.160.7,Desktop,,"Sequi accusamus vel. Maxime saepe in sint placeat rem facere.
Impedit vitae nobis natus ut temporibus magnam quis. Ex perspiciatis officia expedita placeat odit dolore."
2023-08-04 15:59:56,629.93,Darshit Sawhney,6ccd9ff009109dec13fceaf712813d8564164dbcc143f46ad54663854847e5a0,Badal-Chaudhari,9260,Hyderabad,USD,MasterCard,10/25,24be8ee76308afb924abfaf26212411f2b66e53b9ce2534e5c9f88354c88cc39,00,95bbcf5f-b178-4380-8e4d-5e25cd365400,0,2,In-Person,137.128.168.193,Tablet,osem,"Id architecto magni inventore accusamus mollitia eaque. Perferendis quisquam ut.
Similique quibusdam fugiat laborum inventore. Iure provident et officiis."
2021-06-04 07:54:14,4494.51,Hunar Halder,a317e61a65b675f17510aab9cd8fcd669cd75f9fa46e81f09f6af513db56e8de,Choudhary-Chahal,1894,Firozabad,INR,American Express,04/28,1086d35563c495c1cecbce12135cab3b945e01dd185ea2c1dc8ace5ad988977e,00,72012773-1a13-4b4c-aa98-f7da732f92e9,1,None,In-Person,210.128.249.196,Mobile,,Perferendis at sequi fugit. Quod fugit maxime voluptatibus sit aliquid natus dicta. Sed cum sit eaque quis.
2021-09-01 23:30:24,1359.52,Dharmajan Varkey,8b58676aa58f91acde172fa8f86aece5f7d6437880a3522e6edecc3a3c1228b5,Bera-Buch,1884,Malda,USD,American Express,12/31,865736a1c30a82dc67aba820360a01b1d9d0da5643234cd07c4d60b06eb530c5,12,0e9f4bd0-bb82-4c20-8169-b602a97cc183,0,2,Online,209.199.160.50,Tablet,nitya45,Harum sunt quia voluptatibus. Occaecati nesciunt vero. Ea repellat optio.
2022-01-05 07:25:18,1776.36,Heer Amble,0ceb1f2ec481b76c14375f772b2fb224f67560759b262707bfc4f1655c9df3bb,Varkey-Tiwari,3296,Chapra,EUR,MasterCard,09/32,d6723fa996ced47773f2dea29cce9b11f951e6dafe321a84ac7d32791c3b4660,00,fceaec45-663e-493d-bea6-04e1801f66b1,0,1,Online,210.26.108.114,Mobile,,Dolore a quasi eveniet. Unde dicta rem quisquam. Eveniet nam sapiente sapiente praesentium.
2021-08-16 18:39:03,3135.36,Aradhya Dixit,add0c6fe5190236ddc57fedf5cc2718e15d88c334619713675a381b66e65cdde,Balakrishnan-Varty,1082,Srikakulam,INR,American Express,08/28,97a6d21df7c51e8289ac1a8c026aaac143e15aa1957f54f42e30d8f8a85c3a55,00,5ed2b77b-007f-4b97-8edf-d8e0752669d8,0,None,In-Person,48.125.1.68,Desktop,,Odit cumque maxime dicta laborum. Unde laboriosam non quae sed. Non ex neque veritatis sit quaerat ad.
2022-09-27 20:25:49,1944.91,Gokul Sarna,27d218c4f0742f64e444c4c85f52c998507e07ce9b582e28ff975f59b6a1c251,"Dhaliwal, Raval and Kata",6277,Ahmedabad,USD,American Express,06/30,6566230e3a3ce3774c1bbc7c18b590ae0f457bbcd511e90e3e7dca2a02e7addc,05,65769cc4-638a-4e18-86b0-0115dc93b7c6,1,1,In-Person,133.186.88.217,Desktop,,Assumenda accusantium laudantium quibusdam nisi deserunt soluta. Ipsa ipsam ipsam reiciendis quidem possimus quas. Omnis eligendi explicabo neque consectetur qui officiis.
2021-12-17 23:01:02,1064.4,Ishita Kanda,af4cab9671c1825e7721de5c48485c507ac9d2dc9b37a626b28cdc6d7a9bf7af,Bajaj-Baria,3127,Ozhukarai,EUR,Visa,08/32,9309f67fd6480663a48cf90236ec14c1db61583825ac210112e2abf19e47d95c,00,26f03afe-4e3f-42af-8b66-81807dcca665,1,None,In-Person,120.24.98.191,Mobile,,Quae deserunt mollitia aliquid eaque ab voluptatem. Rerum eaque ad molestiae. Vero nesciunt deserunt cumque ab velit tenetur.
2023-10-07 09:44:23,715.59,Krish Bal,32180f37283687aead5059a8425b65a8bd80beb0abf389195bbb54f14d15f995,Bahl-Datta,8907,Guna,EUR,American Express,10/24,d970990220a1e7e9a1f80ed922d39173e252a34e3739720bbdb55ef3cd9f34b9,05,c23e253a-afc9-49d2-aa74-b2383bb71fab,0,None,In-Person,161.105.226.167,Desktop,,Modi repellat placeat doloribus. Accusamus repellendus dolor voluptatum minima occaecati.
2023-01-21 11:50:27,4403.21,Prisha Wason,be7c179849091de2221932b17d949a5880d653ecb71ca7c3541dd8d78cc735f9,Subramanian PLC,7974,Karaikudi,EUR,Visa,03/25,ad723f42c7aba316d944f19f340ce47d8e0c6fb354d212736ec4782314a6824a,00,1a792635-2709-409c-826a-21e763c1cf04,1,3 or more,Online,200.186.16.88,Desktop,,"Distinctio excepturi sed reiciendis. Vitae facere placeat magni maiores sapiente fugiat. Magni deleniti voluptatum.
Nesciunt facere dolorem."
2021-01-15 12:30:01,1397.39,Mishti Cherian,b1b9d3262af773c0d39024bf7f5283c85be4f33984f9fc34351277d8978861d6,"Gokhale, Doctor and Deshmukh",9484,Eluru,USD,MasterCard,05/32,a440868cf4311953cb45c7ded9360009e1bb77775b6395a3e13aa9ef831794b1,05,4b544f11-df77-4de7-a047-20d381f228b7,0,3 or more,Online,199.146.134.43,Tablet,,Vero nemo nostrum commodi assumenda repudiandae. Qui animi eligendi minima ex.
2023-08-20 10:43:01,4054.63,Devansh Chandra,6d04279118ce69b3aedf3d59614626d8813f8d6bd65faa3da1deedf4924cc3bc,Dixit and Sons,5126,Aurangabad,EUR,Visa,11/24,406b783f721b16ffbe467c444fae075231ec3a21b14cff2a8f376338a89e339a,12,b00d5a0b-a175-45ec-b292-9bbbceacd02e,1,3 or more,In-Person,159.16.184.103,Mobile,,Magnam repellendus nisi id facere. Corporis accusamus et saepe quis eaque sint magnam. Id nemo nemo neque. Dolor optio sed qui quis id.
2022-05-18 02:40:29,1212.45,Mishti Magar,74f682350f160b7c317e13c8ff92a273f47a7e4bca70468aa7a0cbbe5c12c167,Thaker-Bajaj,7251,Ujjain,USD,Visa,02/27,6c0f3412848008d49d186d5fad7fd1482656cfb62ad3c060a14e41c3fb3f1b43,12,da8de419-0ade-4ad3-ae41-3dcdd3a5e21d,0,None,In-Person,148.118.199.127,Tablet,shalvsankar,"Nisi rerum nemo autem dolorem. Similique libero minima rerum quisquam corporis veniam minus.
Aperiam in corrupti ab commodi tempore. Esse tempore maxime veniam."
2022-04-11 01:49:18,315.11,Eva Bhat,c37e5464584e93c825801921d0eaab7339c0514a8d16763a3a2660c6001ca577,Kala-Krish,5746,Bihar Sharif,EUR,MasterCard,04/33,3cb65cad26f0a517866e06dcba59afa4a5eadf832404e0e17c707b928825c144,12,9eee34d3-8a5a-484f-be7b-b1d3439f842b,0,3 or more,In-Person,201.119.70.159,Tablet,,"Vel temporibus maxime odit maiores ex blanditiis. Harum quo earum adipisci. Animi quidem eos minima.
Iure amet velit magnam sed voluptate exercitationem. Ipsa dolor fuga occaecati."
2023-08-29 02:17:52,3650.62,Trisha Kala,6d87f1a8591e4eeb6dd40ad4b0e10bd549826f772ef5e8a024694eec3b9605cd,"Gour, Kamdar and Soman",5809,Tiruchirappalli,EUR,MasterCard,10/27,7ffc2066e20c16e95c0b41167e334afe57ff4991b21c8d581611a3f516a786a9,00,e18a4a59-9beb-4b9a-bd5a-3274a743735a,1,3 or more,In-Person,81.237.216.129,Desktop,anneaaryahi,Fuga quibusdam labore illum id. Nostrum laudantium culpa aut amet est. Quas fuga repellat eaque tempora dolorem.
2020-08-17 00:15:02,4741.73,Aradhya Kari,afdbfe3381d1ae60700e141afc557926226d4e829c2820e13ded435271fd56f3,Dayal-Dugar,4859,Ambattur,EUR,Visa,09/25,5c344ba7044815dd03c3448028a43e5b9c16074cb5a6a19c7ae86165c149735f,12,a71a238a-5e3f-4edb-9136-a4af6e900df2,1,3 or more,Online,132.53.170.10,Tablet,,Recusandae quo soluta error in quibusdam. Cupiditate eum aspernatur porro. Animi veniam veritatis suscipit commodi dolor quos beatae.
2021-12-25 04:27:37,3659.2,Anay Kade,9fe8869c4d11a5bde2ee774596667c26a2abb324cacf5a2ac24cee201ef22316,"Sandal, Doctor and Kale",3914,Satara,USD,MasterCard,09/32,6ffbae9aaff664bd4739f51a6c7883a2c3ce74e9227a6aff728d0d57ad56f234,05,981b0303-e383-438c-a689-d0cffbaa40c2,0,2,In-Person,19.108.149.208,Mobile,,Incidunt placeat maxime accusamus. Blanditiis corrupti similique voluptatum repellendus commodi sit.
2021-01-18 21:18:18,773.32,Shalv Kothari,53b754343ad52004cdd04dfb1bda3d25538424b3cab8a7990f4c43e99ac4e202,Seshadri-Deep,4324,Kulti,USD,American Express,12/24,dbb1ded63bc70732626c5dfe6c7f50ced3d560e970f30b15335ac290358748f6,05,7890a40a-f775-40f9-a891-a74a70bc0267,0,2,In-Person,179.177.18.5,Desktop,keyatank,Quod ex magnam neque sed minima. Rem vitae quam eaque alias. Eius dolores accusantium saepe libero. Voluptate eos harum magni dignissimos deleniti molestiae.
2023-02-28 19:41:16,4735.45,Ela Saxena,e87b8b6364547124c19eee755e85c1131490072124b52a69fced9f05f3950107,Sehgal-Arora,5500,Tadipatri,USD,MasterCard,04/29,92a6a32f99def322d70ea1167a99c6859ab4e8bbc593b997ec5994d244a82475,00,09990282-590b-485f-962a-17935031b292,0,None,In-Person,204.212.211.76,Mobile,,Laborum tempore excepturi blanditiis odit. Inventore hic quia hic ea aliquam. Quis sunt omnis velit ipsa perspiciatis corrupti.
2022-11-04 04:25:01,755.02,Suhana Taneja,4f6cdec2e45c565bf4af7a3990260424a8408e23a8a43495841154d49b1f10ec,"Chaudhry, Sawhney and Gala",2579,Gangtok,EUR,American Express,01/25,67eab6db6703cdf9acf656bbb09640fcde2ff197786adbd9ae9c14936fc8d159,12,2d6b28dd-6746-4e7e-a0ea-7414b77f9942,0,1,Online,133.196.96.214,Desktop,,"Tempora culpa veniam quas dolores. Exercitationem tempore ducimus aut.
Corporis eius saepe voluptatem. Eaque ut accusantium laudantium doloribus."
2023-05-22 14:29:12,774.36,Dhruv Ahluwalia,3386a98d514b62802c8b81b693fad2bae02174e83fe79f5a22302c0ad879d9f4,Gandhi-Gokhale,9289,Mehsana,USD,Visa,02/28,a934c244755c66aebb0d6f9f5687038ffae8f00b00b28b4e17521016393f38b9,05,49cda609-2fae-46e6-a40b-9a431608cde6,0,3 or more,In-Person,221.239.76.211,Desktop,,Doloremque itaque assumenda. Exercitationem ab officiis laudantium non a voluptatem voluptates. Consequatur atque aliquid cupiditate.
